Order_ID,City,Order_Date,Time_Ordered,Delivery_Time_Minutes,Delivery_Person_Age,Order_Value,review_text
ORD942960,Miami,2023-10-10,16:20:00,20,52,88.34,Driver was polite and food was hot.
ORD137812,Chicago,2023-10-29,11:58:00,28,60,15.03,Missing an item but otherwise fine.
,Houston,2023-10-08,15:59:00,27,56,36.03,Driver was polite and food was hot.
ORD171950,Miami,2023-10-02,04:48:00,44,37,91.24,Food was cold but driver was nice.
ORD465004,Miami,2023-10-26,22:43:00,14,31,62.75,Amazing and speedy delivery!
ORD373791,Houston,2023-10-19,21:14:00,52,51,26.18,Very late and spilled.
ORD456480,Miami,2023-10-04,19:04:00,55,55,41.26,"Terrible cold food, completely unacceptable."
ORD690525,Boston,2023-10-21,15:38:00,21,34,94.53,"Super fast, piping hot!"
ORD715332,New York,2023-10-22,09:12:00,41,43,81.53,Missing an item but otherwise fine.
ORD341099,Houston,2023-10-11,12:43:00,16,41,69.23,"Super fast, piping hot!"
ORD376142,New York,2023-10-01,22:38:00,30,54,112.8,Missing an item but otherwise fine.
ORD329183,Chicago,2023-10-23,04:32:00,36,31,67.39,Missing an item but otherwise fine.
ORD353814,Boston,2023-10-10,14:06:00,37,34,102.82,"Average experience, nothing special."
ORD211871,New York,2023-10-17,16:53:00,22,50,79.45,Amazing and speedy delivery!
ORD989203,Miami,2023-10-26,03:27:00,10,36,66.53,"Super fast, piping hot!"
ORD332881,New York,2023-10-24,18:18:00,32,52,98.92,"Average experience, nothing special."
ORD134144,Boston,2023-10-23,06:28:00,14,30,63.01,Driver was polite and food was hot.
ORD582418,Seattle,2023-10-06,23:29:00,29,19,16.24,Missing an item but otherwise fine.
ORD205641,Chicago,2023-10-11,02:12:00,20,54,42.6,"Super fast, piping hot!"
ORD742865,San Francisco,2023-10-13,18:16:00,48,30,67.37,"Terrible cold food, completely unacceptable."
ORD888734,Houston,2023-10-11,01:58:00,10,30,75.0,"Super fast, piping hot!"
ORD953740,Seattle,2023-10-27,17:02:00,51,36,99.43,Very late and spilled.
ORD499385,Houston,2023-10-26,18:35:00,38,19,33.54,"Average experience, nothing special."
,Miami,2023-10-24,05:42:00,55,53,90.66,Restaurant ignored my instructions.
ORD689444,Seattle,2023-10-23,15:32:00,32,29,21.3,Food was cold but driver was nice.
ORD760458,Houston,2023-10-13,01:46:00,26,40,42.28,Food was cold but driver was nice.
ORD949363,San Francisco,2023-10-17,21:34:00,29,57,35.89,Food was cold but driver was nice.
ORD664593,Boston,2023-10-27,17:02:00,32,37,52.29,"Average experience, nothing special."
ORD872303,San Francisco,2023-10-24,17:33:00,24,48,81.33,Driver was polite and food was hot.
ORD771697,Houston,2023-10-08,02:13:00,31,59,79.29,Missing an item but otherwise fine.
ORD174809,San Francisco,2023-10-19,22:08:00,42,60,45.59,Missing an item but otherwise fine.
ORD514664,Houston,2023-10-13,16:10:00,36,42,93.53,Missing an item but otherwise fine.
ORD534098,Seattle,2023-10-25,05:01:00,44,34,84.51,"Average experience, nothing special."
ORD516332,New York,2023-10-05,03:28:00,55,23,113.36,Very late and spilled.
ORD127645,New York,2023-10-23,00:51:00,32,35,79.9,Food was cold but driver was nice.
ORD508783,Chicago,2023-10-05,08:06:00,11,34,92.45,"Super fast, piping hot!"
ORD237654,Seattle,2023-10-21,16:03:00,20,41,105.34,Amazing and speedy delivery!
ORD589887,Miami,2023-10-16,07:13:00,28,47,29.19,Missing an item but otherwise fine.
ORD726612,Houston,2023-10-26,01:03:00,10,52,82.18,Driver was polite and food was hot.
ORD464032,Miami,2023-10-25,19:03:00,36,33,99.49,Driver was polite and food was hot.
ORD532227,Miami,2023-10-21,14:38:00,29,27,51.11,Food was cold but driver was nice.
ORD821179,Boston,2023-10-22,20:30:00,42,49,46.46,Driver was polite and food was hot.
ORD726003,Chicago,2023-10-21,02:10:00,30,45,107.63,Missing an item but otherwise fine.
ORD271200,Boston,2023-10-21,09:27:00,31,43,38.16,Driver was polite and food was hot.
ORD351198,Boston,2023-10-05,02:32:00,10,36,44.89,Driver was polite and food was hot.
ORD532961,Boston,2023-10-25,17:02:00,27,23,34.15,"Average experience, nothing special."
,Miami,2023-10-14,16:19:00,14,50,34.72,Driver was polite and food was hot.
ORD660957,Chicago,2023-10-02,09:12:00,34,25,44.62,Food was cold but driver was nice.
ORD862427,Houston,2023-10-07,04:35:00,36,32,50.9,Food was cold but driver was nice.
ORD622605,Houston,2023-10-15,16:20:00,30,21,49.68,Missing an item but otherwise fine.
,Chicago,2023-10-08,03:35:00,30,31,109.05,Driver was polite and food was hot.
ORD968485,New York,2023-10-12,21:10:00,24,34,55.4,Amazing and speedy delivery!
ORD135138,Miami,2023-10-21,15:50:00,37,32,64.65,Food was cold but driver was nice.
ORD266316,Seattle,2023-10-15,16:55:00,53,21,93.2,Restaurant ignored my instructions.
ORD365617,New York,2023-10-26,12:18:00,17,32,117.19,"Super fast, piping hot!"
ORD440277,Chicago,2023-10-12,05:45:00,31,36,76.39,Food was cold but driver was nice.
ORD109363,Houston,2023-10-19,12:20:00,49,57,31.27,Restaurant ignored my instructions.
ORD624203,Seattle,2023-10-05,13:45:00,26,58,50.53,Food was cold but driver was nice.
,Boston,2023-10-29,22:49:00,24,25,28.21,Driver was polite and food was hot.
ORD685472,Boston,2023-10-12,02:09:00,36,47,91.98,Missing an item but otherwise fine.
ORD475565,Houston,2023-10-02,11:20:00,28,47,73.7,Food was cold but driver was nice.
ORD298994,Chicago,2023-10-26,04:49:00,18,53,51.5,Driver was polite and food was hot.
ORD971733,New York,2023-10-22,19:37:00,10,52,31.28,Amazing and speedy delivery!
ORD667915,Houston,2023-10-14,22:58:00,12,19,96.47,"Super fast, piping hot!"
ORD294546,Boston,2023-10-24,12:39:00,45,58,40.07,Missing an item but otherwise fine.
ORD665136,Chicago,2023-10-04,09:12:00,16,52,86.74,"Super fast, piping hot!"
ORD396882,New York,2023-10-26,14:21:00,20,52,84.18,Amazing and speedy delivery!
ORD236078,Boston,2023-10-03,11:49:00,49,21,36.22,Very late and spilled.
ORD133362,Houston,2023-10-23,14:10:00,10,52,80.52,Driver was polite and food was hot.
ORD484150,Miami,2023-10-28,08:46:00,17,23,16.37,Amazing and speedy delivery!
ORD972496,San Francisco,2023-10-11,00:00:00,53,54,93.07,Very late and spilled.
ORD932831,Boston,2023-10-20,10:20:00,42,58,42.91,Food was cold but driver was nice.
ORD974991,New York,2023-10-03,08:25:00,18,25,91.14,Driver was polite and food was hot.
ORD302500,Seattle,2023-10-25,16:43:00,64,34,74.85,Restaurant ignored my instructions.
ORD685253,Miami,2023-10-09,15:25:00,23,41,85.82,Driver was polite and food was hot.
ORD274912,Miami,2023-10-20,22:29:00,33,44,67.99,"Average experience, nothing special."
ORD729057,Miami,2023-10-31,10:13:00,16,39,103.71,"Super fast, piping hot!"
ORD551504,Miami,2023-10-20,06:24:00,34,34,74.13,Missing an item but otherwise fine.
ORD676967,Houston,2023-10-11,05:40:00,40,44,15.02,Driver was polite and food was hot.
ORD724702,Miami,2023-10-03,01:52:00,24,27,119.31,Amazing and speedy delivery!
,New York,2023-10-15,05:42:00,40,36,111.51,Missing an item but otherwise fine.
ORD699378,New York,2023-10-24,18:27:00,28,21,63.34,"Average experience, nothing special."
,San Francisco,2023-10-08,14:31:00,16,38,24.65,Amazing and speedy delivery!
ORD327999,Seattle,2023-10-19,16:42:00,44,39,98.25,Food was cold but driver was nice.
ORD823092,Miami,2023-10-09,08:52:00,21,60,46.54,Amazing and speedy delivery!
ORD918017,Boston,2023-10-27,17:28:00,10,40,51.53,Amazing and speedy delivery!
ORD226395,Seattle,2023-10-21,06:23:00,37,59,55.16,Food was cold but driver was nice.
ORD434827,Miami,2023-10-15,08:55:00,22,28,49.32,Driver was polite and food was hot.
ORD806357,Boston,2023-10-11,13:11:00,28,57,75.4,Driver was polite and food was hot.
ORD403859,Chicago,2023-10-05,14:24:00,15,27,50.3,"Super fast, piping hot!"
ORD151706,Miami,2023-10-23,03:46:00,18,46,96.25,"Super fast, piping hot!"
ORD604283,Houston,2023-10-07,10:25:00,26,44,83.49,"Average experience, nothing special."
ORD871403,Boston,2023-10-10,10:12:00,18,46,48.96,"Super fast, piping hot!"
,Houston,2023-10-27,17:10:00,28,42,51.57,Driver was polite and food was hot.
ORD787247,Miami,2023-10-16,02:20:00,42,47,80.43,Missing an item but otherwise fine.
,Chicago,2023-10-21,13:07:00,31,42,31.38,"Average experience, nothing special."
,Boston,2023-10-05,09:44:00,64,37,16.44,Very late and spilled.
ORD594078,San Francisco,2023-10-06,13:33:00,42,32,92.7,Food was cold but driver was nice.
ORD648684,Seattle,2023-10-11,03:26:00,30,20,54.54,"Average experience, nothing special."
,New York,2023-10-25,11:25:00,11,37,36.07,Amazing and speedy delivery!
ORD587546,Seattle,2023-10-29,14:59:00,28,36,84.61,Driver was polite and food was hot.
ORD120005,Boston,2023-10-17,21:28:00,28,60,55.58,Missing an item but otherwise fine.
ORD844162,Chicago,2023-10-18,19:50:00,40,31,67.57,Food was cold but driver was nice.
ORD847078,New York,2023-10-22,08:15:00,37,34,111.84,Food was cold but driver was nice.
ORD512509,San Francisco,2023-10-15,09:04:00,29,59,46.74,Missing an item but otherwise fine.
ORD165021,Houston,2023-10-24,07:31:00,27,20,114.13,Missing an item but otherwise fine.
ORD458388,Seattle,2023-10-14,06:03:00,47,43,69.68,Very late and spilled.
ORD819871,Houston,2023-10-29,08:58:00,16,34,75.15,Amazing and speedy delivery!
ORD734775,Seattle,2023-10-20,21:49:00,21,27,76.01,Amazing and speedy delivery!
ORD424008,Seattle,2023-10-10,16:59:00,46,52,110.5,Restaurant ignored my instructions.
ORD907455,San Francisco,2023-10-21,01:45:00,51,23,73.52,Very late and spilled.
ORD980303,Seattle,2023-10-06,21:19:00,57,20,95.37,Very late and spilled.
ORD418083,Seattle,2023-10-20,08:15:00,10,36,30.96,Driver was polite and food was hot.
,New York,2023-10-10,01:17:00,42,58,79.78,"Average experience, nothing special."
ORD342128,San Francisco,2023-10-29,01:29:00,21,24,87.25,Amazing and speedy delivery!
,Houston,2023-10-23,04:35:00,23,60,54.27,Driver was polite and food was hot.
ORD244192,Boston,2023-10-19,03:13:00,35,19,112.17,Driver was polite and food was hot.
ORD803950,Boston,2023-10-20,07:10:00,39,32,21.94,"Average experience, nothing special."
ORD613742,Houston,2023-10-21,11:49:00,18,44,96.5,Amazing and speedy delivery!
ORD498851,San Francisco,2023-10-29,04:02:00,10,44,79.21,Driver was polite and food was hot.
ORD650744,Miami,2023-10-27,12:43:00,15,25,62.42,Amazing and speedy delivery!
ORD357657,Miami,2023-10-03,10:20:00,11,44,118.3,Driver was polite and food was hot.
ORD641198,San Francisco,2023-10-03,06:53:00,33,47,56.79,"Average experience, nothing special."
ORD399803,Chicago,2023-10-15,08:40:00,10,46,45.91,"Super fast, piping hot!"
ORD249149,Seattle,2023-10-03,23:35:00,10,51,26.88,Amazing and speedy delivery!
ORD829928,Houston,2023-10-28,03:28:00,34,45,48.96,"Average experience, nothing special."
ORD718990,New York,2023-10-02,15:13:00,55,35,49.03,"Terrible cold food, completely unacceptable."
ORD935176,Seattle,2023-10-31,00:26:00,10,26,24.58,Amazing and speedy delivery!
ORD189450,Miami,2023-10-21,22:52:00,15,29,54.76,Driver was polite and food was hot.
,San Francisco,2023-10-18,19:44:00,27,55,106.49,"Average experience, nothing special."
ORD251631,San Francisco,2023-10-08,07:57:00,40,38,91.67,Driver was polite and food was hot.
ORD289473,Chicago,2023-10-21,19:26:00,51,31,15.37,Very late and spilled.
,Miami,2023-10-13,00:28:00,12,50,39.98,Amazing and speedy delivery!
ORD575779,Houston,2023-10-28,07:12:00,30,24,78.13,Driver was polite and food was hot.
ORD673929,New York,2023-10-01,19:11:00,26,30,30.57,"Average experience, nothing special."
ORD252436,Seattle,2023-10-31,05:34:00,50,55,102.99,Very late and spilled.
ORD191962,Chicago,2023-10-15,01:59:00,44,37,79.16,"Average experience, nothing special."
ORD689485,Houston,2023-10-28,13:52:00,34,56,52.82,"Average experience, nothing special."
,Boston,2023-10-03,03:09:00,25,23,94.64,Driver was polite and food was hot.
,Chicago,2023-10-26,13:16:00,43,26,87.94,Driver was polite and food was hot.
ORD533856,New York,2023-10-13,23:45:00,10,25,74.99,Driver was polite and food was hot.
ORD191928,Seattle,2023-10-30,03:01:00,26,57,113.06,Driver was polite and food was hot.
ORD988980,San Francisco,2023-10-14,13:42:00,22,27,79.5,Driver was polite and food was hot.
ORD762550,Houston,2023-10-24,02:12:00,46,30,107.78,"Terrible cold food, completely unacceptable."
ORD302957,Seattle,2023-10-12,02:12:00,33,32,98.95,Food was cold but driver was nice.
ORD450006,Miami,2023-10-20,08:54:00,30,59,37.3,Missing an item but otherwise fine.
ORD395307,Miami,2023-10-30,15:44:00,29,54,49.01,Missing an item but otherwise fine.
,San Francisco,2023-10-01,18:42:00,35,44,91.06,Missing an item but otherwise fine.
ORD972460,Seattle,2023-10-29,12:50:00,36,49,111.2,Missing an item but otherwise fine.
ORD604884,Seattle,2023-10-03,02:51:00,41,48,108.67,"Average experience, nothing special."
ORD584935,Boston,2023-10-25,22:31:00,33,52,46.43,Food was cold but driver was nice.
ORD119627,Miami,2023-10-15,20:37:00,14,40,98.95,Amazing and speedy delivery!
,Houston,2023-10-17,14:14:00,47,59,71.1,"Terrible cold food, completely unacceptable."
ORD508489,Miami,2023-10-09,01:17:00,53,26,105.78,Very late and spilled.
ORD429776,Houston,2023-10-15,12:44:00,27,34,54.02,Food was cold but driver was nice.
ORD417003,New York,2023-10-15,06:34:00,18,42,97.42,Amazing and speedy delivery!
ORD565330,Chicago,2023-10-10,16:45:00,10,31,50.71,Driver was polite and food was hot.
ORD649063,Boston,2023-10-23,12:05:00,28,39,30.05,Missing an item but otherwise fine.
ORD641218,Houston,2023-10-05,23:20:00,26,43,89.94,Food was cold but driver was nice.
,New York,2023-10-25,06:33:00,22,57,106.55,"Super fast, piping hot!"
ORD148381,San Francisco,2023-10-16,16:03:00,50,20,75.64,Restaurant ignored my instructions.
ORD320039,Chicago,2023-10-15,16:57:00,45,31,45.09,Missing an item but otherwise fine.
ORD562543,San Francisco,2023-10-25,17:24:00,24,26,16.6,Amazing and speedy delivery!
ORD207348,Miami,2023-10-29,20:26:00,19,41,72.68,Amazing and speedy delivery!
,Chicago,2023-10-13,20:04:00,26,23,47.69,"Average experience, nothing special."
ORD153190,New York,2023-10-16,22:00:00,18,49,109.85,Amazing and speedy delivery!
,Seattle,2023-10-03,19:07:00,44,57,108.58,"Average experience, nothing special."
ORD833337,Miami,2023-10-30,03:33:00,35,41,47.81,Driver was polite and food was hot.
ORD803458,Miami,2023-10-10,12:26:00,32,27,24.76,Driver was polite and food was hot.
,Seattle,2023-10-22,19:29:00,24,60,89.57,"Super fast, piping hot!"
ORD334665,San Francisco,2023-10-22,16:21:00,49,44,34.25,"Terrible cold food, completely unacceptable."
ORD440536,Houston,2023-10-16,12:49:00,55,20,21.86,"Terrible cold food, completely unacceptable."
ORD583646,Miami,2023-10-06,15:19:00,36,55,28.38,Missing an item but otherwise fine.
ORD848969,San Francisco,2023-10-06,04:26:00,19,54,83.19,Amazing and speedy delivery!
ORD520286,Miami,2023-10-15,06:00:00,20,29,117.26,Amazing and speedy delivery!
,Boston,2023-10-18,23:14:00,24,56,60.27,Amazing and speedy delivery!
ORD458823,Seattle,2023-10-21,07:32:00,19,23,92.63,Driver was polite and food was hot.
ORD219876,San Francisco,2023-10-27,15:11:00,26,54,25.25,Driver was polite and food was hot.
ORD525505,San Francisco,2023-10-21,18:18:00,36,50,82.72,Driver was polite and food was hot.
,Miami,2023-10-04,07:10:00,33,59,100.03,"Average experience, nothing special."
ORD574978,Houston,2023-10-08,04:16:00,15,31,36.59,Driver was polite and food was hot.
ORD932932,Houston,2023-10-15,21:49:00,27,41,118.98,Missing an item but otherwise fine.
,Boston,2023-10-28,00:30:00,45,37,21.55,"Average experience, nothing special."
ORD100884,New York,2023-10-26,11:32:00,28,37,105.9,Missing an item but otherwise fine.
ORD718831,Houston,2023-10-12,04:57:00,19,43,60.69,"Super fast, piping hot!"
ORD597938,Chicago,2023-10-11,02:43:00,38,54,55.38,"Average experience, nothing special."
ORD261760,Chicago,2023-10-17,21:32:00,22,19,22.53,Amazing and speedy delivery!
,Seattle,2023-10-02,05:10:00,59,46,117.37,"Terrible cold food, completely unacceptable."
,Boston,2023-10-07,16:19:00,20,57,112.68,"Super fast, piping hot!"
ORD634160,Miami,2023-10-29,20:46:00,17,47,55.4,"Super fast, piping hot!"
ORD733941,Chicago,2023-10-11,18:35:00,47,51,43.27,Restaurant ignored my instructions.
ORD135087,Miami,2023-10-26,08:34:00,30,49,89.01,Food was cold but driver was nice.
ORD824038,Boston,2023-10-06,15:37:00,51,36,63.82,Restaurant ignored my instructions.
ORD739705,Chicago,2023-10-05,01:28:00,41,49,81.22,Food was cold but driver was nice.
ORD665389,San Francisco,2023-10-05,01:18:00,33,53,96.75,Food was cold but driver was nice.
ORD592025,Seattle,2023-10-22,20:08:00,17,40,59.21,Driver was polite and food was hot.
ORD137042,Seattle,2023-10-14,21:49:00,23,55,42.35,"Super fast, piping hot!"
ORD277292,New York,2023-10-30,03:22:00,10,37,99.93,Driver was polite and food was hot.
,Boston,2023-10-29,21:56:00,22,36,41.47,Amazing and speedy delivery!
ORD999529,New York,2023-10-29,12:37:00,30,26,78.4,Missing an item but otherwise fine.
ORD791174,Boston,2023-10-28,10:23:00,10,34,65.92,"Super fast, piping hot!"
ORD459502,Chicago,2023-10-25,12:03:00,38,57,113.06,Food was cold but driver was nice.
ORD889327,Seattle,2023-10-08,12:23:00,55,47,91.23,Very late and spilled.
ORD870033,New York,2023-10-09,02:44:00,28,60,42.76,Missing an item but otherwise fine.
,Seattle,2023-10-06,18:42:00,13,53,39.53,"Super fast, piping hot!"
ORD252200,New York,2023-10-19,06:04:00,33,37,112.36,Driver was polite and food was hot.
ORD431023,New York,2023-10-21,22:14:00,52,53,81.93,Very late and spilled.
ORD783740,San Francisco,2023-10-21,03:38:00,24,36,43.04,"Super fast, piping hot!"
ORD712553,Chicago,2023-10-05,23:21:00,10,56,95.9,Driver was polite and food was hot.
ORD823809,San Francisco,2023-10-25,03:56:00,46,54,16.11,Very late and spilled.
ORD112542,Houston,2023-10-01,21:16:00,14,41,38.04,Driver was polite and food was hot.
ORD135695,Miami,2023-10-14,09:27:00,39,24,20.97,Food was cold but driver was nice.
ORD976042,Seattle,2023-10-28,12:58:00,34,26,24.07,Food was cold but driver was nice.
,Boston,2023-10-29,00:29:00,49,60,74.44,Restaurant ignored my instructions.
ORD829445,Seattle,2023-10-09,21:49:00,35,48,111.88,Food was cold but driver was nice.
ORD825846,San Francisco,2023-10-14,01:54:00,41,29,96.98,Missing an item but otherwise fine.
ORD501393,Boston,2023-10-14,02:53:00,10,35,33.68,"Super fast, piping hot!"
ORD310416,Houston,2023-10-04,15:49:00,62,30,82.78,Restaurant ignored my instructions.
,Houston,2023-10-06,10:27:00,31,35,25.85,Food was cold but driver was nice.
,San Francisco,2023-10-04,19:39:00,19,47,16.97,Driver was polite and food was hot.
,Houston,2023-10-24,03:38:00,10,36,30.92,Driver was polite and food was hot.
ORD702553,Miami,2023-10-16,12:16:00,10,50,65.2,Amazing and speedy delivery!
ORD918871,New York,2023-10-19,21:11:00,32,43,115.19,"Average experience, nothing special."
,San Francisco,2023-10-23,10:33:00,24,40,86.59,Driver was polite and food was hot.
,Miami,2023-10-19,17:35:00,51,40,23.45,"Terrible cold food, completely unacceptable."
ORD404043,Chicago,2023-10-22,10:03:00,29,54,19.13,"Average experience, nothing special."
ORD413388,Seattle,2023-10-18,23:37:00,19,41,66.08,Driver was polite and food was hot.
ORD298667,New York,2023-10-30,07:11:00,10,31,17.66,Amazing and speedy delivery!
ORD507652,Houston,2023-10-28,11:40:00,47,53,116.32,"Terrible cold food, completely unacceptable."
ORD117215,San Francisco,2023-10-21,22:46:00,37,22,50.46,Food was cold but driver was nice.
ORD321960,Seattle,2023-10-03,10:46:00,37,53,30.64,Driver was polite and food was hot.
ORD175532,Seattle,2023-10-27,20:49:00,10,28,66.33,Amazing and speedy delivery!
ORD748410,New York,2023-10-02,08:50:00,52,30,81.43,Very late and spilled.
ORD202018,Miami,2023-10-15,11:42:00,36,29,102.71,Driver was polite and food was hot.
ORD211496,New York,2023-10-04,09:52:00,45,31,59.75,"Average experience, nothing special."
ORD817318,San Francisco,2023-10-19,19:07:00,43,32,95.24,"Average experience, nothing special."
ORD166292,Chicago,2023-10-28,11:49:00,36,42,73.11,Driver was polite and food was hot.
ORD710256,Chicago,2023-10-21,11:09:00,35,25,98.06,Food was cold but driver was nice.
ORD915437,New York,2023-10-30,06:32:00,46,19,33.84,Very late and spilled.
ORD722571,Houston,2023-10-05,13:22:00,55,49,87.7,"Terrible cold food, completely unacceptable."
,Chicago,2023-10-10,21:11:00,27,58,87.63,"Average experience, nothing special."
ORD624170,New York,2023-10-28,15:18:00,46,59,101.78,Restaurant ignored my instructions.
ORD104792,New York,2023-10-15,05:00:00,20,58,53.0,Driver was polite and food was hot.
ORD586765,San Francisco,2023-10-26,01:32:00,26,22,35.34,"Average experience, nothing special."
ORD597457,New York,2023-10-08,07:00:00,21,60,53.24,Amazing and speedy delivery!
ORD450533,New York,2023-10-11,00:56:00,30,25,92.74,Driver was polite and food was hot.
ORD923648,Chicago,2023-10-25,22:57:00,47,47,77.23,Very late and spilled.
ORD883377,Chicago,2023-10-16,08:03:00,33,26,49.24,Missing an item but otherwise fine.
ORD532637,New York,2023-10-05,23:07:00,39,49,76.43,"Average experience, nothing special."
ORD251981,Miami,2023-10-03,23:22:00,19,48,33.7,Amazing and speedy delivery!
,Chicago,2023-10-18,11:57:00,26,40,28.36,Missing an item but otherwise fine.
,New York,2023-10-27,09:09:00,10,48,63.15,Amazing and speedy delivery!
ORD330533,Miami,2023-10-09,07:00:00,45,54,104.78,"Average experience, nothing special."
ORD647114,Boston,2023-10-05,10:28:00,16,32,77.12,"Super fast, piping hot!"
ORD865479,San Francisco,2023-10-22,13:28:00,10,46,75.84,Amazing and speedy delivery!
ORD701568,Houston,2023-10-28,10:23:00,43,21,19.21,Food was cold but driver was nice.
ORD628709,Boston,2023-10-22,22:05:00,48,25,62.51,"Terrible cold food, completely unacceptable."
,Seattle,2023-10-12,10:43:00,33,45,114.74,Food was cold but driver was nice.
ORD350675,Seattle,2023-10-07,12:58:00,26,38,31.99,Driver was polite and food was hot.
ORD883586,New York,2023-10-22,09:40:00,24,48,63.69,Driver was polite and food was hot.
ORD525051,Seattle,2023-10-07,19:25:00,42,59,15.14,Driver was polite and food was hot.
,San Francisco,2023-10-30,01:12:00,57,52,18.43,Restaurant ignored my instructions.
ORD831963,Boston,2023-10-20,21:12:00,47,24,80.15,Very late and spilled.
ORD157474,Seattle,2023-10-16,18:41:00,23,42,108.24,Driver was polite and food was hot.
ORD587957,Seattle,2023-10-06,13:13:00,19,54,89.01,Amazing and speedy delivery!
ORD314656,San Francisco,2023-10-27,00:30:00,20,34,71.66,Amazing and speedy delivery!
ORD888819,Boston,2023-10-31,00:56:00,10,33,48.65,Amazing and speedy delivery!
ORD543473,New York,2023-10-13,16:02:00,11,23,54.15,"Super fast, piping hot!"
ORD652266,Houston,2023-10-22,02:10:00,38,58,53.66,Missing an item but otherwise fine.
ORD580115,New York,2023-10-04,11:41:00,15,44,109.28,Amazing and speedy delivery!
ORD180685,Houston,2023-10-14,14:59:00,39,28,106.87,"Average experience, nothing special."
ORD123792,Houston,2023-10-25,04:44:00,37,53,112.83,Missing an item but otherwise fine.
ORD565420,New York,2023-10-23,01:38:00,29,20,106.54,"Average experience, nothing special."
ORD644861,Houston,2023-10-12,01:46:00,26,56,50.99,Missing an item but otherwise fine.
ORD609763,Houston,2023-10-30,21:40:00,10,48,46.93,Driver was polite and food was hot.
ORD421383,Boston,2023-10-07,12:08:00,17,35,38.81,Amazing and speedy delivery!
ORD907141,Houston,2023-10-18,10:13:00,34,29,79.96,Missing an item but otherwise fine.
ORD399102,Chicago,2023-10-08,19:38:00,22,28,31.93,Amazing and speedy delivery!
,San Francisco,2023-10-06,19:43:00,26,30,36.54,Missing an item but otherwise fine.
ORD460549,San Francisco,2023-10-03,01:54:00,37,47,71.69,"Average experience, nothing special."
ORD227391,Boston,2023-10-08,21:36:00,43,28,114.52,Driver was polite and food was hot.
ORD874368,Miami,2023-10-16,01:46:00,22,40,82.96,Driver was polite and food was hot.
ORD403905,Seattle,2023-10-14,22:50:00,54,28,98.96,Restaurant ignored my instructions.
ORD217771,New York,2023-10-21,14:54:00,25,27,86.19,Driver was polite and food was hot.
ORD521139,New York,2023-10-06,19:40:00,22,39,20.78,"Super fast, piping hot!"
ORD652005,Boston,2023-10-30,16:30:00,22,36,35.55,Amazing and speedy delivery!
ORD567096,Houston,2023-10-05,07:19:00,13,31,66.5,Driver was polite and food was hot.
ORD158770,San Francisco,2023-10-28,22:50:00,10,44,30.53,Driver was polite and food was hot.
ORD490941,Houston,2023-10-20,23:06:00,43,54,24.2,Missing an item but otherwise fine.
ORD535798,San Francisco,2023-10-21,17:13:00,31,29,99.6,Driver was polite and food was hot.
ORD534313,Chicago,2023-10-20,18:57:00,42,32,46.84,Food was cold but driver was nice.
ORD169327,New York,2023-10-25,09:47:00,45,19,57.99,Driver was polite and food was hot.
ORD682813,Chicago,2023-10-13,22:33:00,11,30,102.39,Amazing and speedy delivery!
ORD144284,Boston,2023-10-14,16:11:00,34,56,46.91,Missing an item but otherwise fine.
ORD335426,San Francisco,2023-10-26,22:54:00,31,59,102.6,Missing an item but otherwise fine.
,Houston,2023-10-23,00:09:00,30,30,66.65,Missing an item but otherwise fine.
ORD225152,Miami,2023-10-30,20:17:00,31,42,76.01,Food was cold but driver was nice.
ORD370439,Seattle,2023-10-27,05:46:00,12,49,117.3,Driver was polite and food was hot.
ORD868561,Miami,2023-10-06,22:38:00,10,22,30.34,Amazing and speedy delivery!
ORD242079,Chicago,2023-10-22,11:35:00,16,22,43.63,"Super fast, piping hot!"
ORD473276,Miami,2023-10-20,14:14:00,41,31,95.48,Food was cold but driver was nice.
ORD727847,Miami,2023-10-09,20:10:00,33,39,106.61,"Average experience, nothing special."
ORD831871,Boston,2023-10-15,04:52:00,27,28,16.35,Missing an item but otherwise fine.
ORD916639,Houston,2023-10-25,01:59:00,23,40,111.7,"Super fast, piping hot!"
,Boston,2023-10-08,22:05:00,35,54,79.41,"Average experience, nothing special."
ORD847159,Houston,2023-10-25,10:10:00,38,48,111.18,Food was cold but driver was nice.
ORD118223,Chicago,2023-10-06,19:20:00,17,47,108.42,"Super fast, piping hot!"
ORD458660,Seattle,2023-10-28,16:48:00,31,38,18.02,"Average experience, nothing special."
ORD998435,Chicago,2023-10-06,21:33:00,22,32,28.67,"Super fast, piping hot!"
ORD900088,New York,2023-10-05,01:52:00,10,20,96.34,Amazing and speedy delivery!
,Miami,2023-10-21,03:03:00,50,22,64.25,Restaurant ignored my instructions.
,Seattle,2023-10-13,00:22:00,46,19,94.23,"Terrible cold food, completely unacceptable."
ORD315378,San Francisco,2023-10-07,03:13:00,21,20,24.53,Driver was polite and food was hot.
ORD464733,Chicago,2023-10-14,02:59:00,24,51,96.98,"Super fast, piping hot!"
ORD697935,Miami,2023-10-29,09:31:00,55,32,90.16,Very late and spilled.
ORD890645,Seattle,2023-10-14,07:52:00,41,25,112.04,Food was cold but driver was nice.
ORD597775,Seattle,2023-10-24,10:43:00,16,25,33.99,"Super fast, piping hot!"
ORD544692,Miami,2023-10-17,15:34:00,44,33,57.8,"Average experience, nothing special."
,Seattle,2023-10-15,19:17:00,36,37,73.5,Missing an item but otherwise fine.
